,PatentNumber,IPC
14209,WO2011050098-A2,A61K-038/16
14210,WO2011050098-A2,A61K-038/17
14211,US2011093249-A1,G06G-007/48
14212,US2011093249-A1,G06F-017/00
14213,WO2011042741-A1,E05B-001/00
14214,WO2011038678-A1,G01N-033/543
14215,WO2011038678-A1,G01N-033/558
14216,KR2011031052-A,A62B-018/02
14217,JP2011057605-A,A61K-031/7105
14218,JP2011057605-A,A61K-031/713
14219,CN101985665-A,C12N-015/11
14220,CN101985665-A,C12Q-001/68
14221,KR2011026820-A,G01N-033/48
14222,KR2011026820-A,G01N-027/02
14223,EP2295590-A1,A61K-039/15
14224,EP2295590-A1,A61K-039/395
14225,WO2011028962-A1,A61K-039/395
14226,WO2011028962-A1,A61K-047/00
14227,WO2011026515-A1,A62B-018/02
14228,WO2011026515-A1,A62B-023/02
14229,EP2292589-A1,A61K-031/164
14230,EP2292589-A1,A61K-031/165
14231,KR2011019953-A,C12Q-001/68
14232,KR2011019953-A,G01N-033/68
14233,JP3166042-U,B32B-027/12
14234,JP3166042-U,B32B-027/18
14235,KZ23681-A4,A61K-031/437
14236,KZ23681-A4,A61P-011/00
14237,WO2011017160-A1,A61K-038/21
14238,WO2011017160-A1,C07K-014/555
14239,WO2011009083-A1,A01N-025/08
14240,WO2011009083-A1,A61B-019/08
14241,WO2011008553-A1,C12Q-001/68
14242,WO2011008553-A1,C07H-021/02
14243,WO2011008956-A2,A61K-031/5375
14244,WO2011008956-A2,A61K-031/7105
14245,WO2011008974-A2,A61K-039/155
14246,WO2011008974-A2,C07K-014/135
14247,KR2011006083-A,C07D-311/34
14248,KR2011006083-A,C07D-311/36
14249,WO2011004146-A1,A61K-039/215
14250,WO2011004146-A1,C07K-014/165
14251,WO2011005761-A1,A61K-031/70
14252,WO2011005761-A1,C07H-019/04
14253,US2010331428-A1,A61K-047/26
14254,US2010331428-A1,B29B-009/00
14255,EP2266535-A2,A61K-038/21
14256,EP2266535-A2,A61K-047/34
14257,WO2010150014-A1,A61K-031/426
14258,WO2010150014-A1,A61K-031/427
14259,WO2010148434-A1,A61K-039/00
14260,WO2010148434-A1,A61K-039/145
14261,WO2010149641-A2,C07K-016/24
14262,WO2010149641-A2,A61K-039/395
14263,CN101921823-A,A61K-031/201
14264,CN101921823-A,A61K-031/202
14265,WO2010142030-A1,A61K-039/205
14266,WO2010142030-A1,A61P-031/14
14267,WO2010144908-A2,A61K-039/395
14268,WO2010144908-A2,A61K-048/00
14269,CN101915848-A,C07K-014/165
14270,CN101915848-A,C12N-015/50
14271,US2010304363-A1,C07D-235/02
14272,US2010304363-A1,C12Q-001/70
14273,US2010303918-A1,A61K-031/138
14274,US2010303918-A1,A61K-031/58
14275,WO2010133885-A1,A61K-031/505
14276,WO2010133885-A1,A61K-031/5377
14277,WO2010135704-A2,A61K-039/00
14278,WO2010135704-A2,A61K-039/02
14279,KR2010120473-A,A61K-039/215
14280,KR2010120473-A,A61K-047/48
14281,US2010291656-A1,C12M-001/00
14282,US2010291656-A1,C12N-009/16
14283,WO2010129019-A2,C12N-015/10
14284,WO2010129019-A2,C12Q-001/68
14285,US2010287630-A1,A01K-067/00
14286,US2010287630-A1,A61K-039/00
14287,WO2010127113-A2,C12P-021/06
14288,WO2010127113-A2,A61K-039/395
14289,WO2010127228-A1,C12Q-001/68
14290,WO2010127228-A1,C07H-021/02
14291,WO2010124163-A2,A61K-039/00
14292,WO2010124163-A2,A61K-039/385
14293,US2010273740-A1,A61K-031/661
14294,US2010273740-A1,A61P-031/00
14295,WO2010123527-A2,A61K-031/275
14296,WO2010123527-A2,A61K-038/18
14297,KR2010114620-A,A61K-039/106
14298,KR2010114620-A,C07K-014/28
14299,WO2010120524-A2,A61K-048/00
14300,WO2010120524-A2,C07K-014/715
14301,EP2241312-A1,A61K-031/17
14302,EP2241312-A1,A61P-017/00
14303,CA2710014-A1,A61K-031/4418
14304,CA2710014-A1,A61K-031/4412
14305,WO2010117935-A1,A61K-031/519
14306,WO2010117935-A1,A61P-031/12
14307,WO2010117932-A1,A61K-031/443
14308,WO2010117932-A1,A61K-031/4433
14309,WO2010111650-A2,A61K-031/04
14310,WO2010111650-A2,A61K-031/14
14311,WO2010111522-A2,A61K-048/00
14312,WO2010111522-A2,A61P-025/00
14313,WO2010106495-A1,A61K-036/185
14314,WO2010106495-A1,A61P-011/00
14315,WO2010106494-A1,A61K-031/404
14316,WO2010106494-A1,A61K-036/185
14317,WO2010106051-A1,C07K-016/28
14318,WO2010106051-A1,A61K-039/395
14319,CN101839908-A,G01N-033/52
14320,CN101839908-A,G01N-033/53
14321,KR2010094968-A,C12N-015/11
14322,KR2010094968-A,C12Q-001/68
14323,US2010216773-A1,A61K-031/4745
14324,US2010216773-A1,A61K-031/55
14325,US2010208253-A1,G01J-003/44
14326,US2010208253-A1,B01L-003/00
14327,US7776521-B1,C07H-021/00
14328,US7776521-B1,C12N-015/40
14329,US2010204169-A1,A61K-031/70
14330,US2010204169-A1,A61P-035/04
14331,US2010203582-A1,C07H-021/04
14332,US2010203582-A1,C12N-015/74
14333,WO2010085253-A1,B03C-003/155
14334,WO2010079149-A1,C07K-016/00
14335,WO2010079149-A1,C07K-016/18
14336,WO2010073161-A1,A61M-016/10
14337,WO2010073161-A1,A62B-007/10
14338,CN101759805-A,A61K-038/22
14339,CN101759805-A,A61K-047/48
14340,CN101744794-A,A61K-031/122
14341,CN101744794-A,A61K-036/634
14342,US2010160647-A1,C07D-209/12
14343,US2010160647-A1,A61K-031/405
14344,KR2010066142-A,C07D-231/00
14345,KR2010066142-A,C07D-231/06
14346,WO2010063685-A1,A61K-039/39
14347,WO2010063685-A1,A61K-039/12
14348,WO2010064425-A1,A61K-048/00
14349,WO2010064425-A1,A61P-031/12
14350,JP3159949-U,A62B-018/00
14351,JP3159949-U,A62B-018/02
14352,EP2193802-A2,A61K-039/00
14353,EP2193802-A2,A61K-039/215
14354,WO2010062628-A1,A61K-009/00
14355,WO2010062628-A1,A61K-033/00
14356,US2010137562-A1,C07K-014/435
14357,WO2010061919-A1,A61K-035/76
14358,WO2010061919-A1,A61K-039/215
14359,WO2010059984-A1,A61K-038/20
14360,WO2010059984-A1,C07K-014/54
14361,US7722886-B2,A61K-039/215
14362,US7722886-B2,A61K-039/395
14363,EP2186521-A1,A61K-031/79
14364,EP2186521-A1,A61K-045/06
14365,CN101706505-A,G01N-033/546
14366,CN101706505-A,G01N-033/576
14367,US2010114514-A1,G01J-003/44
14368,US2010114514-A1,G06F-019/00
14369,WO2010050913-A1,A61K-039/275
14370,WO2010050913-A1,A61P-033/02
14371,CN101701245-A,A61K-031/352
14372,CN101701245-A,A61P-031/14
14373,WO2010048503-A1,G01N-033/543
14374,WO2010048503-A1,G01N-033/569
14375,WO2010044390-A1,A61K-031/785
14376,WO2010044390-A1,A61K-047/24
14377,WO2010045479-A1,A61K-009/127
14378,WO2010045479-A1,A61K-031/216
14379,WO2010044921-A2,A61K-039/215
14380,WO2010044921-A2,A61K-039/12
14381,WO2010040545-A1,A23K-001/16
14382,WO2010040545-A1,A23K-001/18
14383,WO2010041097-A1,A61K-031/4184
14384,WO2010041097-A1,A61K-039/39
14385,WO2010037539-A1,A61K-039/39
14386,WO2010037539-A1,A61K-047/00
14387,WO2010039778-A2,A61K-048/00
14388,WO2010039778-A2,C12N-015/33
14389,WO2010040054-A2,A61K-038/17
14390,WO2010040054-A2,A61K-039/395
14391,WO2010039987-A1,C12Q-001/68
14392,US2010075298-A1,C12Q-001/68
14393,US2010075298-A1,C12Q-001/70
14394,CN101669962-A,A61K-031/185
14395,CN101669962-A,A61K-031/198
14396,KR2010029528-A,A61K-031/185
14397,KR2010029528-A,A61K-031/19
14398,WO2010027975-A1,A01N-055/08
14399,WO2010027975-A1,A61K-031/69
14400,US2010055677-A1,C12M-001/34
14401,US2010055677-A1,C12Q-001/04
14402,ES2334083-A1,A61K-038/17
14403,ES2334083-A1,A61P-031/00
14404,WO2010025305-A1,A61L-002/00
14405,WO2010025305-A1,A61L-002/18
14406,RU2382988-C1,G01C-023/00
14407,WO2010022355-A1,A61K-031/47
14408,WO2010022355-A1,A61K-031/165
14409,WO2010018133-A1,A61K-031/522
14410,WO2010018133-A1,A61P-035/00
14411,US2010035536-A1,F24F-011/02
14412,US2010035536-A1,F24F-013/10
14413,WO2010015148-A1,A61K-031/7088
14414,WO2010015148-A1,A61P-031/00
14415,US2010020878-A1,H04N-007/26
14416,US2010020878-A1,H04N-007/12
14417,WO2010004319-A1,A61K-031/519
14418,WO2010004319-A1,A61P-011/00
14419,WO2010003009-A2,A61K-039/145
14420,WO2010003009-A2,A61K-039/29
14421,CN101618193-A,A61K-036/9066
14422,CN101618193-A,A61K-033/06
14423,US2009326978-A1,G06Q-090/00
14424,US2009326978-A1,A61J-001/03
14425,WO2009151165-A1,C07K-016/00
14426,WO2009151165-A1,C07K-016/10
14427,CN101603096-A,C12N-015/11
14428,CN101603096-A,C12Q-001/68
14429,KR2009127671-A,C12N-015/09
14430,KR2009127671-A,C12Q-001/68
14431,CN101597607-A,A61K-048/00
14432,CN101597607-A,A61P-031/14
14433,WO2009144037-A1,A61K-038/01
14434,WO2009144037-A1,A61K-038/03
14435,US2009297516-A1,A61K-038/16
14436,US2009297516-A1,A61K-039/395
14437,WO2009143524-A2,A61K-039/29
14438,WO2009143524-A2,A61K-009/107
14439,WO2009143453-A2,A61K-039/395
14440,WO2009143453-A2,A61K-035/16
14441,US2009291082-A1,A61K-039/395
14442,US2009291082-A1,C07K-016/24
14443,TW369455-U,G01N-033/50
14444,TW369455-U,G01N-035/02
14445,US2009286222-A1,C12Q-001/68
14446,US2009286222-A1,C12Q-001/70
14447,CN201348324-Y,F24F-003/16
14448,US2009279085-A1,G01J-003/44
14449,US2009280085-A1,A61K-038/16
14450,US2009280085-A1,A61K-038/21
14451,WO2009136757-A1,C07K-014/415
14452,WO2009136757-A1,C07K-014/42
14453,US2009277451-A1,A62B-007/10
14454,CN101575361-A,A61K-038/08
14455,CN101575361-A,A61K-038/10
14456,JP2009256297-A,C07K-001/22
14457,JP2009256297-A,C07K-014/415
14458,WO2009130618-A2,A61K-039/02
14459,WO2009130618-A2,A61K-039/00
14460,WO2009129616-A1,A61K-035/44
14461,WO2009129616-A1,A61K-039/00
14462,WO2009127230-A1,C12N-015/85
14463,WO2009128960-A2,C12Q-001/68
14464,WO2009128960-A2,C12Q-001/70
14465,WO2009128963-A2,A61K-039/395
14466,WO2009128963-A2,A61P-031/12
14467,US2009260625-A1,A61M-016/00
14468,US2009260625-A1,A61M-016/06
14469,WO2009124266-A2,A61K-031/728
14470,WO2009124266-A2,A61P-029/00
14471,US2009253397-A1,H04B-001/10
14472,US2009253397-A1,H01Q-001/24
14473,WO2009121004-A2,C07K-016/00
14474,WO2009121004-A2,A61K-039/395
14475,WO2009119167-A1,A61K-031/395
14476,WO2009119167-A1,A61K-031/4545
14477,WO2009117537-A1,C12Q-001/68
14478,WO2009117537-A1,C07H-021/02
14479,JP2009217649-A,G06Q-050/00
14480,FR2928926-A1,A61K-038/17
14481,FR2928926-A1,A61K-039/21
14482,JP2009209086-A,A61K-039/002
14483,JP2009209086-A,A61K-039/095
14484,CN101533020-A,G01N-021/64
14485,CN101533020-A,G01N-033/543
14486,WO2009110952-A2,A61K-038/12
14487,WO2009110952-A2,C07K-005/00
14488,WO2009106580-A1,G01N-033/569
14489,WO2009106580-A1,A61K-031/4439
14490,CN101514228-A,A61K-038/17
14491,CN101514228-A,A61P-001/00
14492,WO2009100446-A1,A61K-047/00
14493,WO2009100446-A1,A61K-009/127
14494,JP3152817-U,A61L-009/01
14495,JP3152817-U,A61L-009/16
14496,WO2009098786-A1,A61K-033/06
14497,WO2009098786-A1,A61P-031/12
14498,CN201286905-Y,A61M-005/165
14499,CN201286905-Y,A61M-005/168
14500,CN101503700-A,C12N-001/21
14501,CN101503700-A,C12N-015/44
14502,CN101504414-A,G01N-033/538
14503,CN101504414-A,G01N-033/546
14504,JP2009172176-A,A61B-005/01
14505,JP2009172176-A,A61B-005/0205
14506,WO2009097394-A2,A61K-038/17
14507,WO2009097394-A2,A61P-031/04
14508,US2009196921-A1,A61K-035/74
14509,US2009196921-A1,A61K-009/22
14510,WO2009095226-A2,A61K-039/39
14511,WO2009095226-A2,C12N-015/09
14512,JP3152493-U,A47F-009/00
14513,CN101496929-A,A61K-031/14
14514,CN101496929-A,A61M-031/00
14515,CN101497891-A,A61K-039/29
14516,CN101497891-A,A61K-048/00
14517,CN101498733-A,G01N-021/76
14518,CN101498733-A,G01N-033/546
14519,KR2009007979-U,A61L-012/00
14520,KR2009007979-U,A61L-012/02
14521,WO2009094636-A2,A61K-038/17
14522,WO2009094636-A2,C07K-014/435
14523,CN101493461-A,G01N-033/569
14524,KR2009007664-U,A61L-002/14
14525,US2009181361-A1,C12Q-001/70
14526,US2009181361-A1,G01N-033/53
14527,WO2009085025-A2,A61K-039/00
14528,WO2009085025-A2,A61K-039/215
14529,WO2009086077-A2,C07D-473/14
14530,WO2009086077-A2,C07D-473/02
14531,WO2009082342-A1,A61K-031/58
14532,WO2009082342-A1,A61P-011/06
14533,US2009162407-A1,A01N-025/10
14534,US2009162407-A1,A61K-031/439
14535,CN101464456-A,G01N-033/48
14536,CN101464456-A,G01N-021/55
14537,US2009156509-A1,A61K-038/06
14538,US2009156509-A1,C07K-005/097
14539,US2009155336-A1,A61K-009/00
14540,US2009155336-A1,A61P-009/10
14541,WO2009072441-A1,G01N-033/543
14542,WO2009072441-A1,G01N-033/553
14543,JP2009124993-A,C12N-015/09
14544,JP2009124993-A,C12N-009/50
14545,CN101451148-A,C12N-015/74
14546,WO2009067813-A1,A61K-038/16
14547,WO2009067813-A1,A61K-038/46
14548,WO2009068321-A1,G01N-033/53
14549,WO2009068321-A1,G01N-033/573
14550,CN101444786-A,B09B-003/00
14551,CA2608794-A1,A62B-017/00
14552,CA2608794-A1,A62B-029/00
14553,SG152020-A1,C12N-007/04
14554,SG152020-A1,A61K-000/00
14555,US2009136093-A1,G06K-009/00
14556,US2009129974-A1,A61L-009/20
14557,US2009129974-A1,F04D-029/00
14558,US2009130138-A1,A61K-036/06
14559,US2009130138-A1,A61P-031/04
14560,CN101433702-A,A61K-036/88
14561,CN101433702-A,A61K-036/9068
14562,JP2009096745-A,A01N-059/16
14563,JP2009096745-A,A01P-003/00
14564,WO2009055979-A1,C12Q-001/68
14565,WO2009055979-A1,G01N-021/64
14566,CN201231020-Y,A62B-023/06
14567,CN201231020-Y,A62B-025/00
14568,WO2009055824-A1,A61K-045/00
14569,WO2009055824-A1,A61K-033/00
14570,WO2009053358-A1,C07K-001/22
14571,WO2009053358-A1,C07K-014/565
14572,WO2009053360-A1,C07K-001/22
14573,WO2009053360-A1,C07K-016/00
14574,US2009111091-A1,C12Q-001/70
14575,US2009111091-A1,G01N-033/48
14576,WO2009055524-A1,C07K-016/00
14577,WO2009055524-A1,A61K-031/131
14578,CN101418334-A,A61K-031/122
14579,CN101418334-A,A61K-031/215
14580,US2011129497-A1,A61K-039/00
14581,US2011129497-A1,A61K-039/02
14582,WO2009048282-A2,C12Q-001/68
14583,WO2009048282-A2,C12N-015/12
14584,JP2009072183-A,A61K-038/00
14585,JP2009072183-A,A61K-038/55
14586,CN101401807-A,A61K-031/4439
14587,CN101401807-A,A61P-011/00
14588,WO2009042907-A1,A61K-031/4035
14589,WO2009042907-A1,A61P-021/00
14590,WO2009042165-A2,A61K-039/00
14591,WO2009042165-A2,C07H-021/04
14592,WO2009040411-A1,A61K-031/409
14593,WO2009040411-A1,A61K-041/00
14594,US2009087454-A1,A61K-031/7088
14595,US2009087454-A1,A61K-039/275
14596,WO2009039069-A1,A01N-043/42
14597,WO2009039069-A1,A61K-031/44
14598,US2009080811-A1,B65D-037/00
14599,US2009080811-A1,B65D-081/18
14600,CN101390868-A,A61K-031/702
14601,CN101390868-A,A61K-036/9064
14602,US2009076076-A1,A61K-031/18
14603,US2009076076-A1,A61K-031/382
14604,WO2009033004-A1,A61K-038/00
14605,WO2009033004-A1,A61K-038/02
14606,US2009061031-A1,A61K-031/05
14607,US2009061031-A1,A61K-031/155
14608,WO2009027473-A1,A01N-043/40
14609,WO2009027473-A1,A01N-043/54
14610,US2009062229-A1,A61K-031/7105
14611,US2009062229-A1,A61P-043/00
14612,CN101377114-A,A61L-009/16
14613,CN101377114-A,E06B-007/02
14614,WO2009026179-A2,A61K-031/35
14615,WO2009026179-A2,A61K-036/00
14616,US2009053173-A1,A61K-038/21
14617,US2009053173-A1,A61P-043/00
14618,WO2009019598-A2,A61K-031/502
14619,WO2009019598-A2,A01N-043/60
14620,WO2009019612-A2,A61K-039/00
14621,WO2009019612-A2,A61K-039/21
14622,EP2023142-A1,G01N-033/569
14623,US2009036653-A1,C07K-016/00
14624,US2009036653-A1,C40B-010/00
14625,WO2009017697-A2,G06F-019/00
14626,WO2009017697-A2,C12Q-001/70
14627,EP2020444-A1,A61K-039/00
14628,EP2020444-A1,C07K-014/16
14629,US2009025559-A1,B03C-003/011
14630,US2009025559-A1,B03C-003/155
14631,US2009029924-A1,A61K-038/00
14632,US2009029924-A1,C07H-021/04
14633,WO2009013517-A1,C12Q-001/68
14634,WO2009013517-A1,G01N-033/50
14635,CN101352575-A,A61L-101/10
14636,CN101352575-A,A61L-002/10
14637,WO2009009900-A1,C07H-021/00
14638,WO2009009900-A1,C07H-021/04
14639,US2009022735-A1,A61K-039/215
14640,US2009022735-A1,A61K-039/42
14641,WO2009012489-A1,C12P-021/06
14642,WO2009012489-A1,C12Q-001/68
14643,CN101347424-A,A61K-031/352
14644,CN101347424-A,A61P-037/02
14645,WO2009009054-A1,A61K-039/12
14646,WO2009009054-A1,A61K-009/127
14647,WO2009007958-A2,C12Q-001/68
14648,WO2009007958-A2,C40B-030/00
14649,JP2009007736-A,A01N-043/40
14650,JP2009007736-A,A01P-001/00
14651,WO2009004379-A1,A61K-031/40
14652,WO2009004379-A1,A61P-011/00
14653,US2009011042-A1,A01N-063/02
14654,US2009011042-A1,A01N-065/00
14655,WO2009003110-A2,A61K-047/48
14656,WO2009003110-A2,A61P-035/00
14657,WO2008155316-A1,A61K-039/215
14658,WO2008155316-A1,A61P-031/00
14659,WO2008152420-A1,A61K-031/522
14660,WO2008152420-A1,A61P-025/16
14661,WO2008150276-A2,C12Q-001/70
14662,WO2008150276-A2,B32B-033/00
14663,US2008306570-A1,A61N-001/36
14664,US2008306570-A1,A61N-001/05
14665,KR872910-B1,A61K-036/48
14666,KR872910-B1,A61P-031/16
14667,WO2008147956-A2,A61K-031/7088
14668,WO2008147956-A2,A61K-038/00
14669,US2008295843-A1,A62B-018/02
14670,US2008295843-A1,A62B-007/10
14671,WO2008147847-A1,A61K-039/00
14672,WO2008147847-A1,A61K-039/395
14673,WO2008144763-A2,C07K-016/24
14674,WO2008144763-A2,A61K-039/395
14675,US2008286756-A1,C12Q-001/70
14676,WO2008140542-A2,A61K-039/00
14677,WO2008140542-A2,A61K-039/395
14678,WO2008141283-A2,G06Q-050/00
14679,WO2008141283-A2,G06F-019/00
14680,WO2008138066-A1,A61K-031/7088
14681,WO2008138066-A1,C12N-015/00
14682,WO2008135237-A1,A61K-038/17
14683,WO2008135237-A1,A61K-039/395
14684,WO2008133709-A2,A61K-047/48
14685,WO2008133709-A2,A61K-049/00
14686,CN201143195-Y,A47L-023/00
14687,CN201143195-Y,A47L-023/02
14688,WO2008129289-A1,G06F-017/30
14689,WO2008129289-A1,G06Q-010/00
14690,WO2008127532-A1,A61K-047/48
14691,WO2008127532-A1,A61K-009/16
14692,JP2008253188-A,A01K-067/027
14693,JP2008253188-A,A61K-031/7105
14694,US2008254066-A1,A61K-039/00
14695,US2008254066-A1,A61P-037/00
14696,WO2008121992-A2,A61K-039/13
14697,WO2008121992-A2,A61K-039/155
14698,WO2008117089-A2,A61K-033/16
14699,WO2008117089-A2,A61K-033/18
14700,WO2008116156-A2,A61K-031/5513
14701,WO2008116156-A2,C07D-403/06
14702,WO2008115296-A2,C12N-015/00
14703,WO2008115296-A2,C12N-007/01
14704,WO2008115199-A2,A61K-039/215
14705,WO2008115199-A2,G09B-019/00
14706,US2008221029-A1,A61K-031/12
14707,US2008221029-A1,A61K-031/352
14708,WO2008104893-A2,A61K-000/00
14709,WO2008104893-A2,A61K-031/7064
14710,CN101254233-A,A23L-001/29
14711,CN101254233-A,A61K-031/7042
14712,CN101246152-A,A61K-035/02
14713,CN101246152-A,G01N-021/77
14714,WO2008096121-A1,A61K-031/428
14715,WO2008097341-A2,A61K-031/56
14716,WO2008097341-A2,A61K-031/13
14717,RU2330683-C1,A61L-002/16
14718,RU2330683-C1,C11D-003/48
14719,WO2008094219-A2,A61M-011/02
14720,WO2008094219-A2,A61M-011/06
14721,WO2008093173-A1,C12N-015/09
14722,WO2008093173-A1,C12N-015/10
14723,US2008181949-A1,A61K-039/00
14724,US2008181949-A1,A61K-009/14
14725,WO2008089669-A1,A61K-127/00
14726,WO2008089669-A1,A61K-031/35
14727,US2008182900-A1,A61K-031/12
14728,US2008182900-A1,A61K-031/215
14729,WO2008147049-A1,A61F-006/00
14730,WO2008147049-A1,A61F-006/04
14731,WO2008089357-A1,A61N-001/05
14732,WO2008089357-A1,A61N-001/36
14733,WO2008088410-A2,A61K-039/145
14734,WO2008088410-A2,C12N-007/00
14735,JP2008154705-A,A61L-009/01
14736,JP2008154705-A,A61L-009/22
14737,WO2008080153-A2,A61K-038/17
14738,WO2008080153-A2,A61K-038/00
14739,JP2008151597-A,G01N-021/77
14740,JP2008151597-A,G01N-021/78
14741,WO2008080109-A1,A61K-009/51
14742,WO2008080109-A1,A61B-017/20
14743,US2008152728-A1,A01N-059/00
14744,US2008152728-A1,A01P-001/00
14745,EP1941885-A2,A61K-031/551
14746,EP1941885-A2,A61P-031/12
14747,US2008145838-A1,C12Q-001/02
14748,US2008145838-A1,C12Q-001/70
14749,WO2008066729-A2,G01N-030/02
14750,WO2008066729-A2,A01N-055/08
14751,WO2008063341-A2,A61K-009/127
14752,WO2008063341-A2,A61K-031/47
14753,WO2008063245-A2,A01H-005/00
14754,WO2008063245-A2,C12N-015/82
14755,RU2325436-C2,C12N-001/00
14756,RU2325436-C2,C12N-007/00
14757,WO2008060331-A2,C07K-016/00
14758,WO2008060331-A2,C07K-016/10
14759,CN101182517-A,A61K-048/00
14760,CN101182517-A,A61P-027/00
14761,WO2008062309-A2,C12Q-001/68
14762,WO2008062309-A2,A61K-031/00
14763,WO2008058156-A2,A01N-065/00
14764,WO2008058156-A2,A61K-036/328
14765,WO2008056263-A2,A61K-039/12
14766,WO2008056263-A2,A61K-039/39
14767,EP1921142-A1,C07K-016/00
14768,EP1921142-A1,C07K-016/08
14769,US7371850-B1,C07H-021/02
14770,US7371850-B1,C07H-021/04
14771,WO2008052335-A1,C07H-021/00
14772,WO2008052335-A1,C07H-021/04
14773,WO2008053444-A2,A61K-035/74
14774,WO2008053444-A2,A61P-011/00
14775,CN101173275-A,A01K-067/00
14776,CN101173275-A,A61K-031/7088
14777,CN101173252-A,C12N-015/11
14778,CN101173252-A,C12N-007/01
14779,WO2008051287-A2,G02B-006/00
14780,WO2008051287-A2,C12M-001/34
14781,US2008102480-A1,G01N-033/53
14782,US2008103149-A1,A61K-031/498
14783,US2008103149-A1,A61K-031/53
14784,WO2008048749-A2,A01N-025/00
14785,WO2008048749-A2,C08F-008/00
14786,US2008096803-A1,A61K-038/42
14787,US2008096803-A1,C07K-014/00
14788,WO2008043774-A1,A61K-039/145
14789,WO2008043774-A1,A61K-039/295
14790,WO2008044261-A1,A61K-031/343
14791,WO2008044261-A1,A61P-031/00
14792,WO2008045120-A2,A01K-067/027
14793,WO2008045120-A2,C12N-015/00
14794,US2008090229-A1,C12M-001/00
14795,US2008090229-A1,C12Q-001/68
14796,KR822038-B1,C12N-001/20
14797,WO2008040111-A1,A61K-038/06
14798,WO2008040111-A1,A61K-038/07
14799,WO2008039367-A1,C07C-271/24
14800,WO2008039367-A1,C07C-303/40
14801,WO2008127349-A2,C07D-417/04
14802,WO2008127349-A2,A61K-031/381
14803,US2008076115-A1,C12N-007/06
14804,US2008076115-A1,C12Q-001/70
14805,WO2008035894-A1,A61K-038/16
14806,WO2008035894-A1,A61P-031/12
14807,US2008069839-A1,A61K-039/215
14808,US2008069839-A1,C07H-021/04
14809,TW200812613-A,A61K-039/00
14810,TW200812613-A,C12N-015/62
14811,US2008064080-A1,C12N-007/00
14812,US2008063664-A1,A61K-039/215
14813,US2008063664-A1,C12N-007/00
14814,CN201031420-Y,E03C-001/28
14815,CN201031420-Y,E03C-001/298
14816,WO2008024390-A2,A61K-031/427
14817,WO2008024390-A2,A61K-031/497
14818,US2008051695-A1,A61B-017/20
14819,CN201024477-Y,E03C-001/28
14820,CN201024477-Y,E03C-001/282
14821,JP2008029222-A,C07K-014/195
14822,JP2008029222-A,C12N-015/09
14823,EP1886668-A1,A61K-038/21
14824,EP1886668-A1,A61K-047/34
14825,KR2008012449-A,A61K-039/00
14826,KR2008012449-A,G01N-033/50
14827,DE102006035618-A1,A61K-031/713
14828,DE102006035618-A1,A61K-039/39
14829,WO2008014979-A2,C07H-021/02
14830,WO2008014979-A2,C12N-015/11
14831,US2008031979-A1,A61K-036/185
14832,US2008031979-A1,A61K-036/82
14833,WO2008013454-A2,A61K-039/00
14834,WO2008013454-A2,A61K-039/385
14835,CN101113158-A,A61K-031/7088
14836,CN101113158-A,A61K-048/00
14837,US2008019998-A1,A61K-031/70
14838,US2008019998-A1,A61K-035/00
14839,WO2008008881-A1,A61K-039/21
14840,WO2008008881-A1,C12Q-001/70
14841,US2008008653-A1,A01K-067/00
14842,US2008008653-A1,A61K-039/00
14843,CN101099804-A,A61K-033/06
14844,CN101099804-A,A61K-033/12
14845,CN101100680-A,A61K-039/12
14846,CN101100680-A,C12N-015/40
14847,CN101099787-A,A61K-036/185
14848,CN101099787-A,A61K-036/78
14849,US2008003614-A1,A01K-067/00
14850,US2008003614-A1,C07H-021/02
14851,WO2008001341-A1,A61K-009/00
14852,WO2008001341-A1,A61K-009/50
14853,US2008003236-A1,A61K-038/00
14854,US2008003236-A1,A61K-039/00
14855,JP2007330104-A,C12M-001/00
14856,JP2007330104-A,C12N-015/09
14857,CN101091783-A,A61K-033/14
14858,CN101091783-A,A61K-035/56
14859,KR2007119446-A,G08B-021/02
14860,KR2007119446-A,G08B-021/10
14861,EP1867988-A1,G01N-033/50
14862,EP1867988-A1,G01N-033/68
14863,CN101088533-A,A61K-036/185
14864,CN101088533-A,A61K-036/744
14865,IT1343424-B,A61K-000/00
14866,WO2007140506-A1,C12Q-001/68
14867,WO2007140506-A1,C12N-015/09
14868,CN101085986-A,A61K-031/7088
14869,CN101085986-A,A61K-048/00
14870,CN101085812-A,C07K-014/165
14871,CN101085812-A,C07K-016/18
14872,CN101085811-A,A61K-031/191
14873,CN101085811-A,A61K-033/00
14874,WO2007139150-A1,A61K-031/05
14875,WO2007139150-A1,A61K-031/198
14876,DE102006026464-A1,A61K-045/06
14877,DE102006026464-A1,A61P-031/12
14878,CN200986549-Y,G01N-021/77
14879,CN200986549-Y,G01N-021/78
